date,time,nT,sq
05/04/2019,133102,40113.31,99
05/04/2019,133202,40113.05,99
05/04/2019,133302,40113.04,99
05/04/2019,133402,40112.53,99
05/04/2019,133502,40112.45,99
05/04/2019,133602,40112.44,99
05/04/2019,133702,40111.96,99
05/04/2019,133802,40111.89,99
05/04/2019,133902,40111.42,99
05/04/2019,134002,40110.83,99
05/04/2019,134102,40110.82,99
05/04/2019,134202,40110.84,99
05/04/2019,134302,40110.65,99
05/04/2019,134402,40110.13,99
05/04/2019,134502,40109.37,99
05/04/2019,134602,40109.08,99
05/04/2019,134702,40109.18,99
05/04/2019,134802,40109.09,99
05/04/2019,134902,40110,99
05/04/2019,135002,40110.3,99
05/04/2019,135102,40109.39,99
05/04/2019,135202,40108.85,99
05/04/2019,135302,40108.91,99
05/04/2019,135402,40108.67,99
05/04/2019,135502,40108.6,99
05/04/2019,135602,40108.21,99
05/04/2019,135702,40107.93,99
05/04/2019,135802,40107.71,99
05/04/2019,135902,40108.57,99
05/04/2019,140002,40109.32,99
05/04/2019,140102,40109.03,99
05/04/2019,140202,40109.46,99
05/04/2019,140302,40109.8,99
05/04/2019,140402,40109.63,99
05/04/2019,140502,40109.79,99
05/04/2019,140602,40109.8,99
05/04/2019,140702,40109.14,99
05/04/2019,140802,40109.72,99
05/04/2019,140902,40110.65,99
05/04/2019,141002,40111.12,99
05/04/2019,141102,40110.73,99
05/04/2019,141202,40110.41,99
05/04/2019,141302,40109.35,99
05/04/2019,141402,40109.17,99
05/04/2019,141502,40110.65,99
05/04/2019,141602,40111.21,99
05/04/2019,141702,40111.65,99
05/04/2019,141802,40111.78,99
05/04/2019,141902,40112.38,99
05/04/2019,142002,40113.07,99
05/04/2019,142102,40114.53,99
05/04/2019,142202,40115.28,99
05/04/2019,142302,40115.83,99
05/04/2019,142402,40115.03,99
05/04/2019,142502,40114.24,99
05/04/2019,142602,40113.64,99
05/04/2019,142702,40113.19,99
05/04/2019,142802,40113.84,99
05/04/2019,142902,40114.74,99
05/04/2019,143002,40114.28,99
05/04/2019,143102,40114.27,99
05/04/2019,143202,40114.48,99
05/04/2019,143302,40114.97,99
05/04/2019,143402,40113.79,99
05/04/2019,143502,40112.05,99
05/04/2019,143602,40110.8,99
05/04/2019,143702,40112.57,99
05/04/2019,143802,40114.54,99
05/04/2019,143902,40114.75,99
05/04/2019,144002,40114.59,99
05/04/2019,144102,40115.62,99
05/04/2019,144202,40115.04,99
05/04/2019,144302,40114.86,99
05/04/2019,144402,40115.11,99
05/04/2019,144502,40115.37,99
05/04/2019,144602,40116.01,99
05/04/2019,144702,40116.1,99
05/04/2019,144802,40116.35,99
05/04/2019,144902,40116.47,99
05/04/2019,145002,40116.77,99
05/04/2019,145102,40117.07,99
05/04/2019,145202,40117.06,99
05/04/2019,145302,40116.76,99
05/04/2019,145402,40116.54,99
05/04/2019,145502,40116.44,99
05/04/2019,145602,40117.3,99
05/04/2019,145702,40118.02,99
05/04/2019,145802,40117.44,99
05/04/2019,145902,40117.87,99
05/04/2019,150002,40118.08,99
05/04/2019,150102,40118.19,99
05/04/2019,150202,40118.28,99
05/04/2019,150302,40118.4,99
05/04/2019,150402,40118.37,99
05/04/2019,150502,40117.86,99
05/04/2019,150602,40117.65,99
05/04/2019,150702,40115.89,99
05/04/2019,150802,40114.58,99
05/04/2019,150902,40116.3,99
05/04/2019,151002,40116.94,99
05/04/2019,151102,40115.83,99
05/04/2019,151202,40115.5,99
05/04/2019,151302,40116.08,99
05/04/2019,151402,40116.15,99
05/04/2019,151502,40116.23,99
05/04/2019,151602,40116.53,99
05/04/2019,151702,40116.36,99
05/04/2019,151802,40115.96,99
05/04/2019,151902,40115.94,99
05/04/2019,152002,40116.06,99
05/04/2019,152102,40116.72,99
05/04/2019,152202,40116.72,99
05/04/2019,152302,40116.17,99
05/04/2019,152402,40115.67,99
05/04/2019,152502,40116.27,99
05/04/2019,152602,40116.25,99
05/04/2019,152702,40115.88,99
05/04/2019,152802,40116.46,99
05/04/2019,152902,40116.86,99
05/04/2019,153002,40116.72,99
05/04/2019,153102,40116.75,99
05/04/2019,153202,40117.48,99
