,sta_date,sta_time,sta_gpslat,sta_gpslon,sta_magfield,sta_datetime,base_date,base_time,base_nT,base_datetime,base_magfield_mean,time_diff,diurnal_var,diurnal_var_corr
0,2019-03-26,12:02:04,19.660553,-101.208384,40147.4,2019-03-26 12:02:04,2019-03-26,12:02:02,40126.83,2019-03-26 12:02:02,40122.88782178218,0 days 00:00:02,3.9421782178251306,40143.457821782176
1,2019-03-26,12:03:20,19.660705,-101.208489,40099.0,2019-03-26 12:03:20,2019-03-26,12:03:22,40126.93,2019-03-26 12:03:22,40122.88782178218,0 days 00:00:02,4.042178217823675,40094.957821782176
2,2019-03-26,12:04:21,19.660856,-101.208593,40131.4,2019-03-26 12:04:21,2019-03-26,12:04:22,40080.95,2019-03-26 12:04:22,40122.88782178218,0 days 00:00:01,-41.937821782179526,40173.33782178218
3,2019-03-26,12:05:35,19.660801,-101.208005,40129.2,2019-03-26 12:05:35,2019-03-26,12:05:42,40125.65,2019-03-26 12:05:42,40122.88782178218,0 days 00:00:07,2.7621782178248395,40126.43782178217
4,2019-03-26,12:07:41,19.661008,-101.208697,40126.6,2019-03-26 12:07:41,2019-03-26,12:07:42,40125.85,2019-03-26 12:07:42,40122.88782178218,0 days 00:00:01,2.962178217821929,40123.63782178218
5,2019-03-26,12:07:50,19.660963,-101.20812,40123.0,2019-03-26 12:07:50,2019-03-26,12:07:42,40125.85,2019-03-26 12:07:42,40122.88782178218,0 days 00:00:08,2.962178217821929,40120.03782178218
6,2019-03-26,12:08:45,19.661159,-101.208801,40178.6,2019-03-26 12:08:45,2019-03-26,12:08:42,40126.09,2019-03-26 12:08:42,40122.88782178218,0 days 00:00:03,3.202178217819892,40175.39782178218
7,2019-03-26,12:09:02,19.661118,-101.208211,40106.0,2019-03-26 12:09:02,2019-03-26,12:09:02,40126.04,2019-03-26 12:09:02,40122.88782178218,0 days 00:00:00,3.1521782178242574,40102.847821782176
8,2019-03-26,12:09:31,19.66131,-101.208905,40112.0,2019-03-26 12:09:31,2019-03-26,12:09:22,40125.92,2019-03-26 12:09:22,40122.88782178218,0 days 00:00:09,3.032178217821638,40108.96782178218
9,2019-03-26,12:10:11,19.661462,-101.209009,40108.8,2019-03-26 12:10:11,2019-03-26,12:10:02,40125.53,2019-03-26 12:10:02,40122.88782178218,0 days 00:00:09,2.64217821782222,40106.15782178218
10,2019-03-26,12:10:36,19.66128,-101.208305,40138.2,2019-03-26 12:10:36,2019-03-26,12:10:42,40125.96,2019-03-26 12:10:42,40122.88782178218,0 days 00:00:06,3.072178217822511,40135.127821782175
11,2019-03-26,12:10:45,19.661613,-101.209113,40139.0,2019-03-26 12:10:45,2019-03-26,12:10:42,40125.96,2019-03-26 12:10:42,40122.88782178218,0 days 00:00:03,3.072178217822511,40135.92782178218
12,2019-03-26,12:11:20,19.661765,-101.209217,40133.0,2019-03-26 12:11:20,2019-03-26,12:11:22,40125.71,2019-03-26 12:11:22,40122.88782178218,0 days 00:00:02,2.822178217822511,40130.17782178218
13,2019-03-26,12:11:53,19.661916,-101.209321,40121.8,2019-03-26 12:11:53,2019-03-26,12:12:02,40126.79,2019-03-26 12:12:02,40122.88782178218,0 days 00:00:09,3.9021782178242574,40117.89782178218
14,2019-03-26,12:12:23,19.661423,-101.208421,40151.8,2019-03-26 12:12:23,2019-03-26,12:12:22,40127.29,2019-03-26 12:12:22,40122.88782178218,0 days 00:00:01,4.4021782178242574,40147.39782178218
15,2019-03-26,12:12:29,19.662067,-101.209425,40147.8,2019-03-26 12:12:29,2019-03-26,12:12:22,40127.29,2019-03-26 12:12:22,40122.88782178218,0 days 00:00:07,4.4021782178242574,40143.39782178218
16,2019-03-26,12:13:09,19.662219,-101.20953,40150.4,2019-03-26 12:13:09,2019-03-26,12:13:02,40126.67,2019-03-26 12:13:02,40122.88782178218,0 days 00:00:07,3.782178217821638,40146.61782178218
17,2019-03-26,12:13:34,19.661566,-101.208516,40164.4,2019-03-26 12:13:34,2019-03-26,12:13:42,40126.56,2019-03-26 12:13:42,40122.88782178218,0 days 00:00:08,3.672178217821056,40160.72782178218
18,2019-03-26,12:13:41,19.66237,-101.209634,40126.6,2019-03-26 12:13:41,2019-03-26,12:13:42,40126.56,2019-03-26 12:13:42,40122.88782178218,0 days 00:00:01,3.672178217821056,40122.92782178218
19,2019-03-26,12:14:13,19.662521,-101.209738,40143.4,2019-03-26 12:14:13,2019-03-26,12:14:22,40126.75,2019-03-26 12:14:22,40122.88782178218,0 days 00:00:09,3.8621782178233843,40139.53782178218
20,2019-03-26,12:14:33,19.661711,-101.208598,40184.4,2019-03-26 12:14:33,2019-03-26,12:14:42,40126.33,2019-03-26 12:14:42,40122.88782178218,0 days 00:00:09,3.4421782178251306,40180.957821782176
21,2019-03-26,12:14:46,19.662673,-101.209842,40149.0,2019-03-26 12:14:46,2019-03-26,12:14:42,40126.33,2019-03-26 12:14:42,40122.88782178218,0 days 00:00:04,3.4421782178251306,40145.557821782175
22,2019-03-26,12:15:17,19.662824,-101.209946,40137.0,2019-03-26 12:15:17,2019-03-26,12:15:22,40126.19,2019-03-26 12:15:22,40122.88782178218,0 days 00:00:05,3.3021782178257126,40133.697821782174
23,2019-03-26,12:15:45,19.662976,-101.21005,40144.0,2019-03-26 12:15:45,2019-03-26,12:15:42,40126.33,2019-03-26 12:15:42,40122.88782178218,0 days 00:00:03,3.4421782178251306,40140.557821782175
24,2019-03-26,12:15:53,19.661876,-101.208733,40162.8,2019-03-26 12:15:53,2019-03-26,12:16:02,40126.05,2019-03-26 12:16:02,40122.88782178218,0 days 00:00:09,3.1621782178262947,40159.63782178218
25,2019-03-26,12:16:34,19.663127,-101.210154,40147.4,2019-03-26 12:16:34,2019-03-26,12:16:42,40125.39,2019-03-26 12:16:42,40122.88782178218,0 days 00:00:08,2.5021782178228023,40144.89782178218
26,2019-03-26,12:17:19,19.663278,-101.210258,40128.8,2019-03-26 12:17:19,2019-03-26,12:17:22,40125.46,2019-03-26 12:17:22,40122.88782178218,0 days 00:00:03,2.572178217822511,40126.22782178218
27,2019-03-26,12:17:25,19.662023,-101.208844,40162.6,2019-03-26 12:17:25,2019-03-26,12:17:22,40125.46,2019-03-26 12:17:22,40122.88782178218,0 days 00:00:03,2.572178217822511,40160.027821782176
28,2019-03-26,12:17:33,19.662023,-101.208841,40163.0,2019-03-26 12:17:33,2019-03-26,12:17:42,40125.4,2019-03-26 12:17:42,40122.88782178218,0 days 00:00:09,2.5121782178248395,40160.487821782175
29,2019-03-26,12:18:07,19.66343,-101.210362,40124.0,2019-03-26 12:18:07,2019-03-26,12:18:02,40125.48,2019-03-26 12:18:02,40122.88782178218,0 days 00:00:05,2.5921782178265858,40121.40782178217
30,2019-03-26,12:19:19,19.662178,-101.20893,40148.8,2019-03-26 12:19:19,2019-03-26,12:19:22,40125.3,2019-03-26 12:19:22,40122.88782178218,0 days 00:00:03,2.4121782178262947,40146.38782178218
31,2019-03-26,12:19:40,19.663581,-101.210466,39943.0,2019-03-26 12:19:40,2019-03-26,12:19:42,40125.3,2019-03-26 12:19:42,40122.88782178218,0 days 00:00:02,2.4121782178262947,39940.587821782174
32,2019-03-26,12:20:38,19.66233,-101.209039,40144.6,2019-03-26 12:20:38,2019-03-26,12:20:42,40124.78,2019-03-26 12:20:42,40122.88782178218,0 days 00:00:04,1.8921782178222202,40142.707821782176
33,2019-03-26,12:21:39,19.662465,-101.209135,40135.0,2019-03-26 12:21:39,2019-03-26,12:21:42,40125.22,2019-03-26 12:21:42,40122.88782178218,0 days 00:00:03,2.3321782178245485,40132.667821782175
34,2019-03-26,12:23:03,19.663733,-101.21057,40238.8,2019-03-26 12:23:03,2019-03-26,12:23:02,40124.64,2019-03-26 12:23:02,40122.88782178218,0 days 00:00:01,1.7521782178228023,40237.04782178218
35,2019-03-26,12:23:05,19.662645,-101.20926,40099.6,2019-03-26 12:23:05,2019-03-26,12:23:02,40124.64,2019-03-26 12:23:02,40122.88782178218,0 days 00:00:03,1.7521782178228023,40097.847821782176
36,2019-03-26,12:24:10,19.662803,-101.209358,40134.6,2019-03-26 12:24:10,2019-03-26,12:24:02,40124.53,2019-03-26 12:24:02,40122.88782178218,0 days 00:00:08,1.6421782178222202,40132.957821782176
37,2019-03-26,12:25:22,19.663884,-101.210675,40086.2,2019-03-26 12:25:22,2019-03-26,12:25:22,40124.79,2019-03-26 12:25:22,40122.88782178218,0 days 00:00:00,1.9021782178242574,40084.29782178217
